PRE4,101,G05,Keli Mutu,Pd,SOFT
PRE4,102,G06,Mini Three,Ld,HARD
PRE4,103,G07,VintageSaw,Ld,HARD
PRE4,104,G08,Punch Lead,Ld,HARD
PRE4,105,G09,Bright Saw,Ld,HARD
PRE4,106,G10,OrbitSine,Ld,SOFT
PRE4,107,G11,DuckLead,Ld,SOFT
PRE4,108,G12,FunkyPulse,Ld,HARD
PRE4,109,G13,Trojan,Ld,HARD
PRE4,110,G14,Feeling,Ld,SOFT
PRE4,111,G15,Crying,Ld,HARD
PRE4,112,G16,WoodPanel,Ld,HARD
PRE4,113,H01,VocoLead,Ld,HARD
PRE4,114,H02,JustASync,Ld,HARD
PRE4,115,H03,ThinkSync,Ld,HARD
PRE4,116,H04,Atk Reso,Ld,SOFT
PRE4,117,H05,Early Lead,Ld,SOFT
PRE4,118,H06,FlangeFilt,Ld,HARD
PRE4,119,H07,Free LFO,Ld,HARD
PRE4,120,H08,G-Funk,Ld,SOFT
PRE4,121,H09,Lucky,Ld,SOFT
PRE4,122,H10,PulseWound,Ld,HARD
PRE4,123,H11,PWM Lead,Ld,HARD
PRE4,124,H12,Rap Lead 1,Ld,SOFT
PRE4,125,H13,Rap Lead 2,Ld,HARD
PRE4,126,H14,Soft RnB,Ld,SOFT
PRE4,127,H15,Sine Lead,Ld,SOFT
PRE4,128,H16,Singleline,Ld,SOFT
PRE5,1,A01,Soft Lead,Ld,SOFT
PRE5,2,A02,SpaceLead,Ld,HARD
PRE5,3,A03,I.C.U.2.,Ld,SOFT
PRE5,4,A04,Mr. Finger,Ld,SOFT
PRE5,5,A05,Mini Soft,Ld,SOFT
PRE5,6,A06,Green Eyes,Ld,SOFT
PRE5,7,A07,PulseWidth,Ld,HARD
PRE5,8,A08,Inda Night,Ld,SOFT
PRE5,9,A09,NuMini,Ld,SOFT
PRE5,10,A10,Clicky Saw,Ld,SOFT
PRE5,11,A11,SimpleBass,Ba,SYNTH
PRE5,12,A12,Fat Sine,Ba,SYNTH
PRE5,13,A13,Dark Bass,Ba,SYNTH
PRE5,14,A14,OneVoice,Ba,SYNTH
PRE5,15,A15,BobbyBass,Ba,SYNTH
PRE5,16,A16,RnBass,Ba,SYNTH
PRE5,17,B01,Mini Sub,Ba,SYNTH
PRE5,18,B02,Fundamentl,Ba,SYNTH
PRE5,19,B03,FatSineRes,Ba,SYNTH
PRE5,20,B04,BalladBass,Ba,SYNTH
PRE5,21,B05,SingleOsc,Ba,SYNTH
PRE5,22,B06,Pro-Atack,Ba,SYNTH
PRE5,23,B07,SimpleReso,Ba,SYNTH
PRE5,24,B08,Funky Res,Ba,SYNTH
PRE5,25,B09,Unison,Ba,SYNTH
PRE5,26,B10,Moonbass,Ba,SYNTH
PRE5,27,B11,Long Spit,Ba,SYNTH
PRE5,28,B12,Sweeper,Ba,SYNTH
